# for gnuplot plotting
##     # results d=1             d=2                   d=3
4      6.356878297047134        6.999999999999963     8.13740280637505 
9      9.0                      9.0                   9.0  
7      7.0                      7.167597974374674     8.730529333955495
2      4.667597974374623        7.167597974374674     8.730529333955495
8      8.0                      8.0                   8.730529333955495
3      5.938115551003794        7.719057775501913     8.730529333955495
5      5.938115551003794        7.719057775501913     8.730529333955495
2      5.938115551003794        7.719057775501913     8.730529333955495
6      6.0                      7.719057775501913     8.730529333955495
5      5.999999999999986        7.719057775501913     8.730529333955495
7      7.0                      7.719057775501913     8.730529333955495
4      6.999999999999743        7.719057775501913     8.730529333955495
6      6.999999999999743        7.719057775501913     8.730529333955495
6      6.999999999999743        7.719057775501913     8.730529333955495
7      7.0                      7.719057775501913     8.730529333955495
7      7.0                      7.719057775501913     8.730529333955495
7      7.0                      7.719057775501913     8.730529333955495
8      8.0                      8.0                   8.730529333955495
4      5.657721598361406        7.315443196722781     8.730529333955495
9      9.0                      9.0                   9.0  
7      8.569778807997341        8.999999999999973     8.999999999999979
9      9.0                      9.0                   9.0  
0      3.7985376781021403       7.786369695766647     8.999999999999979
7      7.0                      7.786369695766647     8.999999999999979
8      8.0                      8.0                   8.999999999999979
8      8.0                      8.0                   8.999999999999979
8      8.0                      8.0                   8.999999999999979
8      8.0                      8.0                   8.999999999999979
0      4.178391445912403        8.000000000000329     8.999999999999979
6      6.0                      8.000000000000329     8.999999999999979
8      8.0                      8.000000000000329     8.999999999999979
3      7.08919572295613         8.000000000000329     8.999999999999979
7      7.08919572295613         8.000000000000329     8.999999999999979
9      9.0                      9.0                   9.0  
7      7.012822842250666        7.999999999999937     8.82255252715066 
6      7.012822842250666        7.999999999999937     8.82255252715066 
6      7.012822842250666        7.999999999999937     8.82255252715066 
6      7.012822842250666        7.999999999999937     8.82255252715066 
4      7.012822842250666        7.999999999999937     8.82255252715066 
6      7.012822842250666        7.999999999999937     8.82255252715066 
6      7.012822842250666        7.999999999999937     8.82255252715066 
6      7.012822842250666        7.999999999999937     8.82255252715066 
8      8.0                      8.0                   8.82255252715066 
5      6.198291317842884        7.475578750318965     8.82255252715066 
6      6.198291317842884        7.475578750318965     8.82255252715066 
2      6.198291317842884        7.475578750318965     8.82255252715066 
6      6.198291317842884        7.475578750318965     8.82255252715066 
6      6.198291317842884        7.475578750318965     8.82255252715066 
8      8.0                      8.0                   8.82255252715066 
7      7.9999999999999725       7.999999999999942     8.82255252715066 
8      8.0                      8.0                   8.82255252715066 
6      6.614275712292632        7.999999999999942     8.82255252715066 
6      6.614275712292632        7.999999999999942     8.82255252715066 
6      6.614275712292632        7.999999999999942     8.82255252715066 
4      6.614275712292632        7.999999999999942     8.82255252715066 
5      6.614275712292632        7.999999999999942     8.82255252715066 
1      6.614275712292632        7.999999999999942     8.82255252715066 
6      6.614275712292632        7.999999999999942     8.82255252715066 
7      7.0                      7.999999999999942     8.82255252715066 
7      7.0                      7.999999999999942     8.82255252715066 
7      7.0                      7.999999999999942     8.82255252715066 
8      8.0                      8.0                   8.82255252715066 
0      4.994954490932045        7.088736421135791     8.82255252715066 
6      6.0                      7.088736421135791     8.82255252715066 
6      6.0                      7.088736421135791     8.82255252715066 
4      5.99999999999995         7.088736421135791     8.82255252715066 
5      5.99999999999995         7.088736421135791     8.82255252715066 
6      6.0                      7.088736421135791     8.82255252715066 
7      7.0                      7.088736421135791     8.82255252715066 
1      4.304975495117514        7.088736421135791     8.82255252715066 
5      5.0                      7.088736421135791     8.82255252715066 
4      4.99999999999995         7.088736421135791     8.82255252715066 
10     10.0                     10.0                  10.0  
6      6.999999999999987        7.999999999999973     8.53840417427696 
7      7.0                      7.999999999999973     8.53840417427696 
7      7.0                      7.999999999999973     8.53840417427696 
7      7.0                      7.999999999999973     8.53840417427696 
3      6.988647627876019        7.999999999999973     8.53840417427696 
4      6.988647627876019        7.999999999999973     8.53840417427696 
6      6.988647627876019        7.999999999999973     8.53840417427696 
6      6.988647627876019        7.999999999999973     8.53840417427696 
6      6.988647627876019        7.999999999999973     8.53840417427696 
7      7.0                      7.999999999999973     8.53840417427696 
8      8.0                      8.0                   8.53840417427696 
2      3.6935963787137305       6.572541218078717     8.53840417427696 
6      6.0                      6.572541218078717     8.53840417427696 
1      5.040394568070446        6.572541218078717     8.53840417427696 
4      5.040394568070446        6.572541218078717     8.53840417427696 
6      6.0                      6.572541218078717     8.53840417427696 
6      6.0                      6.572541218078717     8.53840417427696 
9      9.0                      9.0                   9.0  
3      4.550662186646162        7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
3      5.4095306368255685       7.2297117443570516    8.28385397866338 
4      5.4095306368255685       7.2297117443570516    8.28385397866338 
4      5.4095306368255685       7.2297117443570516    8.28385397866338 
6      6.0                      7.2297117443570516    8.28385397866338 
6      6.0                      7.2297117443570516    8.28385397866338 
4      5.999999999999929        7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
2      3.7002161446239805       7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
5      6.735637314303645        7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
6      6.581312712676085        7.2297117443570516    8.28385397866338 
3      6.581312712676085        7.2297117443570516    8.28385397866338 
6      6.581312712676085        7.2297117443570516    8.28385397866338 
6      6.581312712676085        7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
5      6.941497705985892        7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
2      5.686534334580357        7.2297117443570516    8.28385397866338 
3      5.686534334580357        7.2297117443570516    8.28385397866338 
6      6.0                      7.2297117443570516    8.28385397866338 
5      5.999999999999987        7.2297117443570516    8.28385397866338 
6      6.0                      7.2297117443570516    8.28385397866338 
7      7.0                      7.2297117443570516    8.28385397866338 
4      5.999999999999926        7.2297117443570516    8.28385397866338 
6      6.0                      7.2297117443570516    8.28385397866338 
5      5.957238018479748        7.2297117443570516    8.28385397866338 
3      5.957238018479748        7.2297117443570516    8.28385397866338 
6      6.0                      7.2297117443570516    8.28385397866338 
4      5.826755483914426        7.2297117443570516    8.28385397866338 
5      5.826755483914426        7.2297117443570516    8.28385397866338 
3      5.826755483914426        7.2297117443570516    8.28385397866338 
8      8.0                      8.0                   8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
5      6.208962697660196        7.282050913991469     8.28385397866338 
5      6.208962697660196        7.282050913991469     8.28385397866338 
4      6.208962697660196        7.282050913991469     8.28385397866338 
6      6.208962697660196        7.282050913991469     8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
6      6.0                      7.282050913991469     8.28385397866338 
2      4.019486544397797        7.282050913991469     8.28385397866338 
0      4.019486544397797        7.282050913991469     8.28385397866338 
5      5.0                      7.282050913991469     8.28385397866338 
6      6.0                      7.282050913991469     8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
6      6.0                      7.282050913991469     8.28385397866338 
3      5.608294972173983        7.282050913991469     8.28385397866338 
2      5.608294972173983        7.282050913991469     8.28385397866338 
6      6.0                      7.282050913991469     8.28385397866338 
6      6.0                      7.282050913991469     8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
6      6.9999999999999165       7.282050913991469     8.28385397866338 
5      6.9999999999999165       7.282050913991469     8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
6      6.9999999999999165       7.282050913991469     8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
5      6.9999999999999165       7.282050913991469     8.28385397866338 
5      6.9999999999999165       7.282050913991469     8.28385397866338 
6      6.9999999999999165       7.282050913991469     8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
0      3.9983244290908835       7.282050913991469     8.28385397866338 
7      7.0                      7.282050913991469     8.28385397866338 
10     10.0                     10.0                  10.0  
5      5.9999999999999485       6.517574128457729     7.651361192686605
6      6.0                      6.517574128457729     7.651361192686605
0      3.5351482569151687       6.517574128457729     7.651361192686605
6      6.0                      6.517574128457729     7.651361192686605
9      9.0                      9.0                   9.0  
7      7.999999999999951        7.999999999999971     8.53578440381456 
8      8.0                      8.0                   8.53578440381456 
6      6.0                      6.999999999999986     8.53578440381456 
6      6.0                      6.999999999999986     8.53578440381456 
2      5.1757283214343275       6.999999999999986     8.53578440381456 
2      5.1757283214343275       6.999999999999986     8.53578440381456 
7      7.0                      7.0                   8.53578440381456 
7      7.0                      7.0                   8.53578440381456 
1      3.1171522142895363       6.514140791237175     8.53578440381456 
8      8.0                      8.0                   8.53578440381456 
7      7.0                      7.9687406493814965    8.53578440381456 
7      7.0                      7.9687406493814965    8.53578440381456 
6      6.403437720638579        7.9687406493814965    8.53578440381456 
6      6.403437720638579        7.9687406493814965    8.53578440381456 
1      6.403437720638579        7.9687406493814965    8.53578440381456 
9      9.0                      9.0                   9.0  
2      4.618842715768934        7.118842715768647     8.767611258922484
7      7.0                      7.118842715768647     8.767611258922484
8      8.0                      8.0                   8.767611258922484
7      7.0                      7.7910385638693205    8.767611258922484
6      6.691227737959825        7.7910385638693205    8.767611258922484
6      6.691227737959825        7.7910385638693205    8.767611258922484
6      6.691227737959825        7.7910385638693205    8.767611258922484
6      6.691227737959825        7.7910385638693205    8.767611258922484
5      6.691227737959825        7.7910385638693205    8.767611258922484
6      6.691227737959825        7.7910385638693205    8.767611258922484
3      6.691227737959825        7.7910385638693205    8.767611258922484
7      7.0                      7.7910385638693205    8.767611258922484
6      6.999999999999968        7.7910385638693205    8.767611258922484
5      6.999999999999968        7.7910385638693205    8.767611258922484
7      7.0                      7.7910385638693205    8.767611258922484
3      5.303156499431568        7.7910385638693205    8.767611258922484
9      9.0                      9.0                   9.0  
8      8.0                      8.0                   8.15801621607403 
2      4.079008108037017        6.052825945718671     8.15801621607403 
3      4.079008108037017        6.052825945718671     8.15801621607403 
7      7.0                      7.0                   8.15801621607403 
4      5.894809729644424        6.999999999999977     8.15801621607403 
8      8.0                      8.0                   8.15801621607403 
7      7.0                      7.157985441335287     8.15801621607403 
6      6.842176126043196        7.157985441335287     8.15801621607403 
4      6.842176126043196        7.157985441335287     8.15801621607403 
7      7.0                      7.157985441335287     8.15801621607403 
7      7.0                      7.157985441335287     8.15801621607403 
2      4.431672486376957        7.157985441335287     8.15801621607403 
7      7.0                      7.157985441335287     8.15801621607403 
2      3.83695123410657         7.157985441335287     8.15801621607403 
0      3.83695123410657         7.157985441335287     8.15801621607403 
6      6.0                      7.157985441335287     8.15801621607403 
9      9.0                      9.0                   9.0  
3      5.600719236766945        7.100719236766875     8.331389399909723
6      6.0                      7.100719236766875     8.331389399909723
8      8.0                      8.0                   8.331389399909723
4      6.3577284250767505       7.281726466405119     8.331389399909723
6      6.3577284250767505       7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
4      5.655552724771091        7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
4      5.964779526811637        7.281726466405119     8.331389399909723
6      6.0                      7.281726466405119     8.331389399909723
4      5.964779526811637        7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
6      6.931482226677059        7.281726466405119     8.331389399909723
5      6.931482226677059        7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
4      5.610417505011707        7.281726466405119     8.331389399909723
4      5.610417505011707        7.281726466405119     8.331389399909723
6      6.0                      7.281726466405119     8.331389399909723
5      5.110417505011707        7.281726466405119     8.331389399909723
2      5.110417505011707        7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
0      1.811719693138165        7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
2      5.357558318634932        7.281726466405119     8.331389399909723
4      5.357558318634932        7.281726466405119     8.331389399909723
6      6.0                      7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
4      6.7330860259011915       7.281726466405119     8.331389399909723
6      6.7330860259011915       7.281726466405119     8.331389399909723
6      6.7330860259011915       7.281726466405119     8.331389399909723
6      6.7330860259011915       7.281726466405119     8.331389399909723
3      6.7330860259011915       7.281726466405119     8.331389399909723
5      6.7330860259011915       7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
7      7.0                      7.281726466405119     8.331389399909723
2      4.399657574324763        7.281726466405119     8.331389399909723
9      9.0                      9.0                   9.0  
6      7.163688281139278        7.999999999999973     8.827541466044162
7      7.163688281139278        7.999999999999973     8.827541466044162
5      7.163688281139278        7.999999999999973     8.827541466044162
6      7.163688281139278        7.999999999999973     8.827541466044162
6      7.163688281139278        7.999999999999973     8.827541466044162
8      8.0                      8.0                   8.827541466044162
4      6.643584627153977        7.6880550778538606    8.827541466044162
6      6.643584627153977        7.6880550778538606    8.827541466044162
6      6.643584627153977        7.6880550778538606    8.827541466044162
7      7.0                      7.6880550778538606    8.827541466044162
4      6.379226164438577        7.6880550778538606    8.827541466044162
5      6.379226164438577        7.6880550778538606    8.827541466044162
6      6.379226164438577        7.6880550778538606    8.827541466044162
4      6.379226164438577        7.6880550778538606    8.827541466044162
6      6.379226164438577        7.6880550778538606    8.827541466044162
6      6.379226164438577        7.6880550778538606    8.827541466044162
5      6.379226164438577        7.6880550778538606    8.827541466044162
5      6.379226164438577        7.6880550778538606    8.827541466044162
5      6.379226164438577        7.6880550778538606    8.827541466044162
6      6.379226164438577        7.6880550778538606    8.827541466044162
8      8.0                      8.0                   8.827541466044162
6      7.7891707322516535       7.999999999999982     8.827541466044162
8      8.0                      8.0                   8.827541466044162
5      6.999999999999985        7.459315884936566     8.827541466044162
7      7.0                      7.459315884936566     8.827541466044162
0      2.1747317085872324       7.459315884936566     8.827541466044162
9      9.0                      9.0                   9.0  
4      7.448408780996286        7.999999999999987     8.406283065112989
7      7.448408780996286        7.999999999999987     8.406283065112989
7      7.448408780996286        7.999999999999987     8.406283065112989
7      7.448408780996286        7.999999999999987     8.406283065112989
8      8.0                      8.0                   8.406283065112989
3      5.578032930104608        6.861312275742008     8.406283065112989
5      5.578032930104608        6.861312275742008     8.406283065112989
6      6.0                      6.861312275742008     8.406283065112989
0      2.603754334672753        6.861312275742008     8.406283065112989
6      6.0                      6.861312275742008     8.406283065112989
6      6.0                      6.861312275742008     8.406283065112989
5      5.669795278893959        6.861312275742008     8.406283065112989
2      5.669795278893959        6.861312275742008     8.406283065112989
8      8.0                      8.0                   8.406283065112989
8      8.0                      8.0                   8.406283065112989
6      6.0                      6.86302909516535      8.406283065112989
1      4.173373434530508        6.86302909516535      8.406283065112989
2      4.173373434530508        6.86302909516535      8.406283065112989
8      8.0                      8.0                   8.406283065112989
10     10.0                     10.0                  10.0  
3      4.20968780634289         5.56453170951425      6.721797564271372
2      4.20968780634289         5.56453170951425      6.721797564271372
3      4.20968780634289         5.56453170951425      6.721797564271372
5      5.0                      5.56453170951425      6.721797564271372
8      8.0                      8.0                   8.0  
7      7.0                      7.0                   7.0  
4      4.0                      4.412074209682972     5.868111314524453
1      2.608049473121978        4.412074209682972     5.868111314524453
1      2.608049473121978        4.412074209682972     5.868111314524453
0      2.608049473121978        4.412074209682972     5.868111314524453
8      8.0                      8.0                   8.0  
4      6.199325328781252        6.999999999999911     7.866663148233471
6      6.199325328781252        6.999999999999911     7.866663148233471
3      6.199325328781252        6.999999999999911     7.866663148233471
5      6.199325328781252        6.999999999999911     7.866663148233471
6      6.199325328781252        6.999999999999911     7.866663148233471
6      6.199325328781252        6.999999999999911     7.866663148233471
7      7.0                      7.0                   7.866663148233471
1      3.993937634722905        6.338882438427969     7.866663148233471
3      3.993937634722905        6.338882438427969     7.866663148233471
3      3.993937634722905        6.338882438427969     7.866663148233471
6      6.0                      6.338882438427969     7.866663148233471
9      9.0                      9.0                   9.0  
8      8.0                      8.0                   8.0  
6      6.0                      6.693853562131121     7.999999999999982
2      4.693853562131181        6.693853562131121     7.999999999999982
8      8.0                      8.0                   8.0  
1      4.096653932564574        6.702411556924534     7.953564949487447
3      4.096653932564574        6.702411556924534     7.953564949487447
4      4.096653932564574        6.702411556924534     7.953564949487447
6      6.0                      6.702411556924534     7.953564949487447
2      3.991767977500759        6.702411556924534     7.953564949487447
6      6.0                      6.702411556924534     7.953564949487447
2      5.243825983125566        6.702411556924534     7.953564949487447
5      5.243825983125566        6.702411556924534     7.953564949487447
4      5.243825983125566        6.702411556924534     7.953564949487447
4      5.243825983125566        6.702411556924534     7.953564949487447
7      7.0                      7.0                   7.953564949487447
7      7.0                      7.0                   7.953564949487447
5      6.18875601923173         6.9999999999999885    7.953564949487447
4      6.18875601923173         6.9999999999999885    7.953564949487447
3      6.18875601923173         6.9999999999999885    7.953564949487447
6      6.18875601923173         6.9999999999999885    7.953564949487447
7      7.0                      7.0                   7.953564949487447
6      6.999999999999981        6.9999999999999885    7.953564949487447
6      6.999999999999981        6.9999999999999885    7.953564949487447
9      9.0                      9.0                   9.0  
1      3.9667558974411063       6.247721025646879     8.14319489577893 
3      3.9667558974411063       6.247721025646879     8.14319489577893 
5      5.0                      6.247721025646879     8.14319489577893 
6      6.0                      6.247721025646879     8.14319489577893 
5      5.0762733333379595       6.247721025646879     8.14319489577893 
4      5.0762733333379595       6.247721025646879     8.14319489577893 
5      5.0762733333379595       6.247721025646879     8.14319489577893 
0      5.0762733333379595       6.247721025646879     8.14319489577893 
6      6.0                      6.247721025646879     8.14319489577893 
5      5.999999999999949        6.247721025646879     8.14319489577893 
7      7.0                      7.0                   8.14319489577893 
1      2.605515018319159        4.2110300366384035    8.14319489577893 
8      8.0                      8.0                   8.14319489577893 
7      7.0                      7.5091938629068355    8.14319489577893 
7      7.0                      7.5091938629068355    8.14319489577893 
5      5.0                      7.5091938629068355    8.14319489577893 
1      4.181595594635876        7.5091938629068355    8.14319489577893 
7      7.0                      7.5091938629068355    8.14319489577893 
5      6.511257907452036        7.5091938629068355    8.14319489577893 
6      6.511257907452036        7.5091938629068355    8.14319489577893 
3      6.511257907452036        7.5091938629068355    8.14319489577893 
6      6.511257907452036        7.5091938629068355    8.14319489577893 
7      7.0                      7.5091938629068355    8.14319489577893 
2      6.022515814903881        7.5091938629068355    8.14319489577893 
6      6.022515814903881        7.5091938629068355    8.14319489577893 
7      7.0                      7.5091938629068355    8.14319489577893 
5      6.999999999999985        7.5091938629068355    8.14319489577893 
8      8.0                      8.0                   8.14319489577893 
4      6.8963490930476254       7.999999999999978     8.14319489577893 
6      6.8963490930476254       7.999999999999978     8.14319489577893 
7      7.0                      7.999999999999978     8.14319489577893 
6      6.999999999999967        7.999999999999978     8.14319489577893 
6      6.999999999999967        7.999999999999978     8.14319489577893 
9      9.0                      9.0                   9.0  
5      7.270840100618481        8.541680201237167     8.999999999999968
7      7.270840100618481        8.541680201237167     8.999999999999968
9      9.0                      9.0                   9.0  
5      6.641364259824888        6.999999999999971     7.869985408646998
7      7.0                      7.0                   7.869985408646998
3      4.805500685807399        6.66387995167312      7.869985408646998
6      6.0                      6.66387995167312      7.869985408646998
4      5.070944977850197        6.66387995167312      7.869985408646998
2      5.070944977850197        6.66387995167312      7.869985408646998
